0,19,1113,19,1,0,0,19.0547,130
0,19,1113,15,2,0,0,12.6465,58
1,20,544,19,0,0,1,6.8189,26
1,20,544,20,0,0,1,95.0822,0
1,20,544,1,36,0,1,109.7152,9
1,20,544,2,0,0,1,53.4319,3
1,20,544,20,0,0,0,32.9233,4
1,20,544,11,4,0,3,19.0789,2
1,20,544,13,0,0,1,5.0272,0
1,20,544,19,0,0,2,67.7377,0
1,20,544,19,0,0,2,41.287,4
0,19,861,2,0,0,1,5.5778,35
0,19,861,0,0,0,1,17.5965,2
0,19,861,11,0,0,1,10.6701,50
0,19,861,17,0,0,3,9.166,12
0,19,861,13,0,0,1,9.4064,73
0,19,861,18,0,0,1,6.2709,175
0,19,861,1,0,0,1,3.706,19
0,19,861,19,0,0,1,7.5346,122
0,19,861,10,0,0,1,52.4837,2
0,19,861,21,2,0,1,711.4507,19
0,19,861,10,0,0,1,47.0709,2
0,19,861,10,0,0,1,48.9537,2
0,19,861,3,0,0,1,3.4423,70
0,19,861,13,0,0,1,117.8063,1
0,19,861,0,0,0,1,122.8629,1
0,19,861,4,0,0,1,7.5346,72
0,19,861,23,0,0,1,439.1433,5
0,19,861,23,0,0,1,143.2805,0
0,19,861,10,0,0,1,4.3991,138
0,19,861,13,0,0,2,91.6994,10
0,19,861,12,0,0,1,7.5346,128
0,19,861,1,0,0,1,4.1354,128
0,19,861,12,0,0,1,19.7512,8
0,19,861,8,0,0,1,7.3427,10
0,19,861,1,0,0,1,24.9795,115
0,19,861,23,0,0,1,6.2709,72
0,19,861,10,0,0,1,5.8655,7
0,19,861,14,0,0,3,5.5778,4
0,19,861,23,0,0,1,27.9413,5
0,19,861,12,0,0,1,8.1537,22
0,19,861,0,0,0,1,6.2709,12
0,19,861,21,0,0,1,14.0556,1
0,19,861,0,0,0,0,21.9942,10
0,19,861,13,0,0,1,18.1211,103
0,19,861,14,0,0,1,3.73,12
0,19,861,12,0,0,1,13.2034,94
0,19,861,0,0,0,1,10.4782,9
0,19,861,16,0,0,1,17.1547,13
0,19,861,19,0,0,3,14.9575,6
0,19,861,19,0,0,1,10.9201,11
0,19,861,6,0,0,1,9.4064,97
0,19,861,2,0,0,1,16.1919,5
0,19,861,15,0,0,1,24.273,9
0,19,861,6,0,0,1,12.4686,7
0,20,569,22,0,0,0,5.1284,0
0,20,569,14,0,0,0,14.2096,2
0,20,569,13,0,0,0,4.3174,1
0,20,569,15,0,0,0,15.0206,1
0,20,569,14,4,0,1,169.7481,9
0,20,569,18,0,0,0,35.4129,12
0,20,569,2,0,0,0,34.209,13
0,20,569,20,0,0,0,2.708,1
0,20,569,19,0,0,2,32.9487,0
0,20,569,1,0,0,2,14.6683,1
0,20,569,19,0,0,2,53.4262,1
0,20,569,15,0,0,2,22.1038,0
0,20,569,12,0,0,2,20.0765,2
0,19,642,20,0,0,1,99.6448,77
0,19,642,11,0,0,1,58.7073,41
0,19,642,21,0,0,1,37.3435,19
0,19,642,23,0,0,1,42.4931,19
0,19,642,12,0,0,1,17.585,4
0,19,642,12,0,0,1,41.2063,15
0,19,642,19,0,0,1,40.8241,1
0,19,642,16,0,0,1,30.0365,21
0,19,642,12,0,0,1,28.5954,15
0,19,642,21,0,0,1,47.3932,11
0,19,642,23,0,0,1,19.8148,2
0,19,642,23,0,0,1,4.091,5
0,19,642,17,0,0,1,54.9025,32
0,19,642,21,0,0,1,87.0981,0
0,19,642,23,0,0,1,68.4816,22
0,19,642,4,0,0,1,72.1851,18
0,19,642,1,0,0,0,38.3086,0
0,19,642,6,0,0,1,84.8891,8
0,19,642,2,0,0,1,77.7296,7
0,19,642,0,0,0,1,93.4125,0
0,19,642,6,0,0,1,45.4535,18
0,19,642,22,0,0,1,50.4806,5
0,19,642,19,0,0,3,35.3896,7
0,19,642,18,0,0,1,8.8676,21
0,19,642,17,0,0,1,55.9647,6
0,19,642,19,0,0,1,44.3656,0
0,19,642,18,0,0,0,6.182,17
0,19,642,0,0,0,1,84.1834,25
0,19,642,0,0,0,1,30.5654,0
0,19,642,22,0,0,1,35.8536,21
0,19,642,14,0,0,1,23.6762,0
0,19,642,1,0,0,1,29.8946,3
0,19,642,20,0,0,1,61.5573,8
0,19,642,1,0,0,1,24.151,11
0,19,642,12,0,0,1,138.0385,21
0,19,642,21,0,0,3,6.182,0
0,19,642,16,0,0,1,14.762,3
0,19,642,20,0,0,1,38.1702,23
0,19,642,12,0,0,1,38.779,11
0,19,642,17,0,0,1,60.4369,7
0,19,642,16,0,0,1,43.8823,0
0,19,642,8,0,0,1,14.1518,9
